able 248
accomplish 249
activity 371
actually 273
add 313
ago 975
alone 288
already 282
always 578
amazing 313
america 296
amp 4733
another 1028
answer 350
anyone 721
anything 307
april 554
around 529
asan 241
asem 527
asemmusic 327
ask 866
athome 16908
attend 458
available 416
away 611
awesome 280
baby 765
back 1388
bad 542
bake 279
ball 406
beat 332
beautiful 535
become 356
believe 281
best 1722
big 644
biggboss 320
bihday 695
bio 361
blog 300
blue 289
body 416
book 1215
bore 1276
boredom 258
boy 288
break 533
bring 592
bt 16856
business 344
busy 306
buy 418
cake 263
call 1053
care 485
case 750
cashapp 346
cat 566
catch 247
celebrate 379
challenge 838
chance 367
change 468
channel 299
chaos 312
chastise 697
chat 339
check 2201
child 280
childrenofthequarn 275
chill 312
china 254
choose 356
city 290
class 356
clean 347
click 363
close 440
coffee 286
comedy 271
commenot 465
community 260
complete 272
conotained 796
conotenot 252
conotest 408
conotestale 379
conway 708
cook 464
cool 320
corona 1794
coronavirus 5279
cou 348
could 664
counotry 236
couple 243
cover 3437
covid 11169
crazy 406
create 395
creative 410
crisis 239
cum 303
cut 266
cute 286
daily 405
dance 556
date 298
day 7653
deal 249
death 327
decide 364
deserve 270
dick 349
differenot 353
dinner 350
discover 456
distancing 313
doctor 602
dog 486
donot 545
draw 415
dream 402
drink 259
drop 704
due 692
easter 736
easy 439
eat 592
effect 273
else 547
end 956
enjoy 830
episode 711
even 1072
ever 655
every 980
everyone 3948
everything 344
exercise 274
experience 278
extend 264
extra 281
face 951
facebook 329
family 1207
fan 329
fault 623
favorite 17571
feel 1321
fight 452
fill 440
film 479
finally 703
find 1274
finish 344
first 1632
firstresponders 640
fitness 286
flex 411
follow 1350
food 842
force 251
forever 779
forget 373
freak 417
free 1190
freesponsored 366
freestyle 451
friday 660
friend 1475
fuck 550
full 997
fun 1506
funkeakin 571
funny 491
game 1075
gay 394
girl 794
give 1360
god 441
gon 498
good 2798
governmenot 394
great 1407
grocery 306
grow 302
guess 277
guy 1015
gym 486
hai 280
hair 555
hand 517
happen 496
happy 1565
hard 618
hea 290
head 335
health 752
healthy 412
hear 433
help 4063
hey 612
high 677
hit 418
home 5257
homealone 259
hope 1370
horny 532
hospital 376
hot 500
hotel 582
hour 459
house 1809
human 437
humanity 353
idea 770
ill 305
impoanot 519
india 418
indiafightscorona 397
inoto 1066
inside 463
inspire 277
instagram 629
iphone 408
isolation 1345
jam 261
job 390
join 908
jungkook 2412
keep 2085
kellyanne 809
kick 368
kid 826
kill 269
kind 303
kitchen 275
lady 260
last 736
late 582
laugh 282
learn 898
leave 654
less 267
let 2244
level 249
life 2687
lift 273
light 400
link 988
list 326
listen 975
little 1204
live 2187
lock 491
lockdown 4589
lol 618
long 706
look 2162
lose 531
lot 722
love 2419
malu 366
man 633
many 1142
mask 904
maybe 253
mean 521
medium 486
meet 595
meme 466
message 248
midst 294
might 581
mind 385
mine 265
minute 310
miss 1324
mom 378
momenot 241
monday 507
mondaymotivation 785
money 427
monoth 1137
monoths 301
mood 528
morning 844
move 242
movie 755
much 1100
mukbang 16855
music 1245
muslim 266
must 957
name 361
nature 282
nepa 617
netflix 273
never 3275
new 4108
news 580
next 631
nice 310
night 934
not 9385
nothing 372
notmal 305
nude 296
number 305
nurse 276
nyc 296
offer 318
old 519
online 614
onlyfans 420
open 433
oppounity 447
orang 377
order 691
others 274
outside 535
page 272
pandemic 900
parenots 302
past 268
patienots 404
pay 949
paypal 280
people 3458
perfect 407
period 310
person 304
photo 553
photography 326
pic 325
pick 309
picture 438
piece 274
place 685
plan 441
play 1178
please 1979
pm 960
podcast 470
poetry 345
police 369
positive 593
positivevibes 666
post 1088
practice 326
prayer 260
preference 16855
pretty 294
project 341
proudly 376
public 368
put 724
qua 291
quaranoti 279
quaranotine 50569
quaranotineandchill 423
quaranotined 480
quaranotinelife 1472
question 470
quick 236
radio 482
rare 238
read 936
ready 564
real 666
really 1548
receive 361
release 252
remember 501
rest 499
result 300
retweet 951
right 1470
rock 768
room 714
run 511
safe 1405
sale 398
save 338
scene 246
school 322
season 278
second 243
seem 458
self 576
selfie 301
selfisolation 458
send 743
series 476
service 313
session 242
set 426
sex 299
sexy 284
share 1327
shit 394
shop 291
shot 319
show 1095
side 284
sight 276
sikit 366
since 778
sing 261
single 434
sit 361
skill 259
sleep 406
smile 301
social 953
socialdistancing 1093
someone 475
song 1251
soon 455
sound 291
special 361
spend 720
spread 999
spring 376
st 282
sta 639
staed 459
staing 336
stand 457
star 277
state 351
stateofemergency 533
stay 4117
stayathome 1268
stayhome 3317
stayhomestaysafe 353
staysafe 1155
step 490
stick 702
still 1397
stop 793
store 329
story 541
stream 496
street 244
stuff 405
style 375
subscribe 362
suggest 730
summer 389
sun 298
sunday 1134
suppo 435
sure 668
surprise 287
taco 266
tag 590
talk 935
team 428
tell 871
tengok 367
test 567
th 661
thank 985
thanks 710
thing 2649
think 1890
thistooshallpass 321
though 263
thought 308
throw 462
throwback 279
tiktok 634
time 22077
tip 517
tiruppur 251
today 3483
together 755
tomorrow 463
tonight 794
top 508
total 547
tothe 16851
travel 378
true 251
trump 243
try 1642
tuesday 314
tummy 16855
tune 367
turn 498
tweet 385
twitter 429
understand 358
unotil 294
update 850
vibe 309
video 2517
virus 700
visit 340
viual 328
wait 702
wake 348
walk 519
wallpaper 16883
wan 334
wanot 1652
wanoted 277
wanots 267
wash 255
watch 2962
way 1713
wear 627
weatherchanne 301
week 2169
weekend 319
well 1013
wenot 287
whole 355
wife 991
win 684
window 243
wish 363
without 564
woman 328
wonder 297
word 477
work 2290
workfromhome 252
workout 611
world 1513
write 418
wutang 634
year 912
yes 365
yesterday 285
youtube 808
yummy 16941
zoom 350
